Tweet,Keyword,code-switched,Hate,
"@PriciliaB47859 @damilola069 Shut ur mouth he takes royalties from the song 
 You know nothing about music just moving around tweeting with your empty brain
 Wizkid isn’t a featured artist on brown skin girl but Davido is a featured artist of sensational and that’s why wiz name was written bodly on the award https://t.co/V6xsLENDvb",Davido,1,Offensive,
@Davido_Offisial Please sir I need a laptop for work and to build my CV 🙏🙏🙏🙏,Davido,0,Neutral,
@akokc_davido Gyimie sia 🤣,Davido,1,Neutral,
@jujupunter Davido 😂😂😂,Davido,0,Neutral,
@jujupunter Davido,Davido,0,Neutral,
@ifwgrey @Lummygee1 @the49thstreet @davido he’s a messi fanboy so i’m hating,Davido,1,Hate,
@akokc_davido Gyimi 😂😂,Davido,0,Neutral,
@AlexanderZojj Why people dey always talk this thing say nah giveaway Davido fans dey find? I no dey understand am. Most artistes have given out money on internet to random people. Why just pin this giveaway this on Davido ?,Davido,1,Neutral,
@the_nana_amo @GennyBassy @campusnetwork_ @akokc_davido @Veli_no Thanks idolo. https://t.co/QfJvnQjvz8,Davido,0,Neutral,
@davido We all love you daddy ❤️🫶,Davido,0,Neutral,
@honest30bgfan_ Davido and wizkid,Davido,0,Neutral,
@akokc_davido @tysonphotoo that’s him ooo 😂😂😂,Davido,0,Neutral,
@Davido_Gives_ 8100937475) Palm pay) Friday Joel usen,Davido,0,Neutral,
"@Davido_Gives_ 9015409641
 Opay",Davido,0,Neutral,
@amwale11 @_Junimill Davido no be Jew,Davido,1,Neutral,
"@Davido_Gives_ Drop Aza 
 Must be following ✅ https://t.co/Hicx85QFuv",Davido,0,Neutral,
"@TheHildaBaci So grateful i was a benefactor of such borehole of generosity just yesterday. @TheHildaBaci followed me and that's HUGE for me as i work harder to reach @davido . With such good supporting people, I'll reach @davido soon with Africa's most captivating story in his name. https://t.co/UDYaWuosoS",Davido,0,Neutral,
"https://t.co/THBAr253hV
 
 Finally out. Please stream and share 🙏
 
 @sarkodie @Xlimkid_ @ygaokenneth @JayBahd1 @asakaatv @akabenezertv @stonebwoy @_shattawalenima @shattawalegh @samini_dagaati @skyfacesdw @ReggieOsei3 @BIacksherif_ @burnaboy @stormzy @davido @manifestive https://t.co/KkZOvfnS1j",Davido,0,Neutral,
"@davido 0-10K Real And Active Nigerian instagram Followers ( Organic Instagram Growth)
 Get Access 👇👇
 https://t.co/f8LkYuc0Fz",Davido,0,Neutral,
"@Davido_Gives_ 9015409641
 Opay",Davido,0,Neutral,
"@Davido_Gives_ 9085156657
 Opay boss 
 God bless 🙏",Davido,0,Neutral,
@davido True talk...ngl 001.,Davido,0,Neutral,
@akokc_davido 😂😂😂😂😂😂😂,Davido,0,Neutral,
@ashita_valdez Cos u b mumu. There is no way u will know this girl without seeing her nudes. Not possible. U can't know Davido without music,Davido,1,Offensive,
"@Davido_Gives_ @OfficialJoel4_ Normally 
 
 My account suppose chi na obo Dey talk 
 
 9045098871 OPay",Davido,0,Neutral,
"@30BGPlayBoy U too like mid in ur life 
 Only Dey Stan davido still wan suck sexy red Bwess I pray for you",Davido,1,Offensive,
I de wait Burna/davido L @ #VMAs https://t.co/6mEhckLIGu,Davido,1,Neutral,
"Dave 
 Davido
 Omahlay
 Seyi vibes https://t.co/pRmkxSBZot",Davido,1,Neutral,
@topchartsafrica @burnaboy @heisrema @wizkidayo @ayrastarr @ckay_yo @Omah_Lay @oxladeofficial @fireboydml @temsbaby @davido Outsiders for life 💪🏾💯,Davido,0,Neutral,
@Oghenerie_jnr Omo davido go perform for past tense 😬 I can’t believe it that he went back 😂,Davido,0,Offensive,
"@Davido_Gives_ 9061419536
 Opay
 Azeez David 🙏🙏",Davido,0,Neutral,
"@Davido_Gives_ 8054647547
 Opay",Davido,0,Neutral,
"@Davido_Gives_ 9165621882
 Opay 
 Adenike Ashabi",Davido,0,Neutral,
@davido OBO bless me Today nah my Birthday,Davido,1,Neutral,
"@Davido_DW Goodnight, Davido!! 😊 
 Hope you had a great day!",Davido,0,Neutral,
"@Davido_Gives_ Opay
 7068494001 
 YINKA
 I hail you my boss",Davido,0,Neutral,
@Davido_DW Night Dav!!,Davido,0,Neutral,
@yabaleftonline @NiamaaN Papa pona Nini toujours ils ont des mitu ya boyé un mauvais esprit de Davido,Davido,0,Neutral,
@Davido_Gives_ Opay 816 475 5847 Tiamiyu Abdulkadir,Davido,0,Neutral,
Big tune on the way from my god father @davido🌎🐐👑,Davido,0,Neutral,
@Successful1o1 Davido fit kill me today make I talk say na Wizkid do am…,Davido,1,Neutral,
Does that mean that Davido performed in the past?,Davido,0,Neutral,
@Davido_Gives_ Opay account details is Solomon Udoh 8092506021,Davido,0,Neutral,
@Davido_Gives_ 8161673613 opay,Davido,0,Neutral,
@YKoluwaseun9 @davido Dry,Davido,0,Neutral,
"@DJ_TUNEZ @wizkidayo @davido pls help us beg Ijaya 🦅 to drop the album 💿 🙏
 .
 @wizkidayo We are on our knees 🧎‍♀️😭",Davido,1,Neutral,
@Davido_Gives_ 7062732206 opay,Davido,0,Neutral,
"@thecheffchi Honestly I don't know how to retweet but you look amazing, congratulations once again Davido you have the best wife.♥️",Davido,0,Neutral,
@Davido_DW Night Dav!,Davido,0,Neutral,
"@Davido_Gives_ Which one be davido fc again 
 No be 30bg again? 🤷🤷🤷",Davido,0,Neutral,
David was a bully a really get the hate from wiz especially!! That was the best he could do to Davido🤣🤣🤣 https://t.co/rpf2UaW5bb,Davido,0,Offensive,
@akokc_davido Eii these GA girls 🤔,Davido,0,Neutral,
@Davido_Gives_ Desmond okoye unonu 88084803103,Davido,0,Neutral,
@akokc_davido @twin_abena @_khendrick you err ago show your dad how them dey use twitter p33r😭😭🤣. nnipa b3n koraa nni,Davido,1,Offensive,
He borrow my JBL use am stream JOY by Davido https://t.co/QYXILm2111,Davido,1,Neutral,
@Davido_Gives_ 7088161469 Opay Tobi 🙏 God no go shame u Boss,Davido,1,Neutral,
"@Davido_Gives_ 2336354967
 UBA 
 Please sir pick me this time sir I need to get my provisions for school they're finished sir please sir",Davido,0,Neutral,
"@Davido_Gives_ 8103378184
 Palmpay",Davido,0,Neutral,
He borrow my JBL use am stream JOY by Davido https://t.co/ftJpvT0UIS,Davido,0,Neutral,
@Davido_Gives_ 8165102330 opay,Davido,0,Neutral,
"@Davido_Gives_ 9038340623
 Opay",Davido,0,Neutral,
"@Davido_Gives_ Opay 9168270786
 Andrew chidera Emmanuel",Davido,0,Neutral,
"@davido_mayotte @CuriousPejjy Nah, Trump will hand Elon the keys to whatever he wants.",Davido,0,Neutral,
KANTE BY DAVIDO IS ANOTHER BANGER THAT WAS NOT GIVEN THE HYPE IT DESERVES how you dey feel am? 🔥🔥🔥🔥🔥💪💯✅ https://t.co/hkXpt56Af6,Davido,1,Neutral,
"@femiiiiii_ Ronaldo
 Man United
 Davido/Brymo",Davido,0,Neutral,
"@kollypizle @itzbasito your mama mumu. Did Portable ask for money or property from Davido? He said it that he wasn't hungry, nd he has being wearing shoes before that 1 shoe david gave him. No be everybody una go use material fuul. He doesn't have any verse he can't even write 1 himself and he promise",Davido,1,Offensive,
@kollypizle @itzbasito Lol. Me bloody Ju. Person wey put you for cult na ogun go keel ham. Did Portable did gra gra before the call or after the call? He did gra gra and still went to club with Davido hoping they gon enter Studio 🎙. But Davido refused to fulfill promise and Portable called Zlatan out,Davido,1,Offensive,
@Davido_DW https://t.co/cMZHW0HoD3,Davido,0,Neutral,
@Davido_Gives_ 7067308591 opay bello wasiu,Davido,0,Neutral,
@Davido_Gives_ 8057032698 opay,Davido,0,Neutral,
@NigeriaStories Davido the only man that went back to his past,Davido,0,Neutral,
"Once i survive from this sufferness I promise to spend wisely if see another money 😿🤮
 #Knacking #Mohbad #Davido",Davido,1,Neutral,
@akokc_davido Chale 🤣dish be skin now,Davido,0,Neutral,
@davido 💧,Davido,0,Neutral,
"@Davido_Gives_ 9045271037
 Opay account
 Adekunle Abass sodiq",Davido,0,Neutral,
@Donjazzy_FC @Davido_Gives_ 7067308591 opay bello wasiu,Davido,0,Neutral,
@Davido_Gives_ 9166643004 Opay 🙏🙏,Davido,0,Neutral,
@YKoluwaseun9 @davido 🐸🐸🐸,Davido,0,Neutral,
Why you go cancel show because of davido https://t.co/yfbgNDo8RN,Davido,1,Offensive,
@honest30bgfan_ All Davido cars dey him garrage for Nigeria,Davido,1,Neutral,
"@davido Back to back baddest, we no deh wait like morayo😊",Davido,1,Neutral,
@the49thstreet I no see @davido,Davido,1,Neutral,
🤣🤣🤣davido really whine Zazu,Davido,1,Neutral,
@G_isaiah001 @Davido_Gives_ 8158604052 Chimaobi Opay 🙏,Davido,0,Neutral,
@Davido_Gives_ 8158604052 Chimaobi Opay,Davido,0,Neutral,
"@davido 🦂🦂🦂🦂🦂🦂🦂🦂🦂
 💯💯💯💯💯💯💯💯💯
 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥",Davido,0,Neutral,
"@G_isaiah001 @Davido_Gives_ 9153674391 
 OPAY",Davido,0,Neutral,
"@davido Finally. Thank you. 
 King of justice",Davido,0,Neutral,
"@Davido_Gives_ 9153674391 
 OPAY",Davido,0,Neutral,
@Davido_Gives_ 7047773334 OPAY,Davido,0,Neutral,
@davido @jerry_shafferr The more chioma still love you baba twins baddest ✌️,Davido,1,Neutral,
"@Davido_Gives_ 8168146325
 Palmpay 
 Thanks",Davido,0,Neutral,
"@malcom_x147 @davido @xquire0147 Walai,na we go pepper der body",Davido,1,Offensive,
"@Davido_Gives_ Opay 
 Oluwaseun 
 8119996868",Davido,0,Neutral,
"@Davido_Gives_ @OfficialJoel4_ 7065997884
 Opay",Davido,0,Neutral,
@yabaleftonline He is loosing his senses gradually.. Let him ask Naira Marley and others. By the time they cancel him off. He will beg to get attention.. Davido own is still making him talk anyhow. Nigerians will show him shege if he doesn't briddle his tongues from issues that is above him,Davido,1,Offensive,
"Has that god of yours saved you from the chains of your grandpa?
 #FuelScarcity #ElectricityTariff #Insecurity #Badgovernment https://t.co/ztZzlyXfPJ",fuelscarcity,0,Offensive,
"So we have finally settled for this new price haaaa, I want to sell my car Biko, if you are interested dm me. #fuel #FuelScarcity",fuelscarcity,0,Neutral,
#FuelScarcity #BackToSchool2024,fuelscarcity,0,Neutral,
"Great innovation by INNOSON now is time to patronize indigenous technology 🇳🇬
 
 INNOSON #FuelScarcity #Fuel https://t.co/CDD4XZktEI",fuelscarcity,0,Neutral,
"@Davido_Gives_ The man with a good heart,
 Pease bless me so I can pay for my child’s project in school.
 This week is the deadline
 God bless u OBO
 Juliana Chinelo
 OPay 
 7063493996",Davido,0,Neutral,
@G_isaiah001 @Davido_Gives_ 7033918386 Ibrahim musa opay,Davido,0,Neutral,
"@Davido_Gives_ @Iam_Emoney6 Omoh may unah stop whining,,!!!",Davido,1,Neutral,
@Davido_Gives_ 7067308591 opay bello wasiu,Davido,0,Neutral,
@eyan_nla_1 @itzbasito I asked for just explanation. Watch the video explain why Davido changed his mind you here ranting. Weitin send your father to his untimely grave nai u dey do so,Davido,1,Offensive,
@Davido_Gives_ God bless you,Davido,0,Neutral,
@akokc_davido @rukky_poshh You ? You Dey call woman Bby ? Ei,Davido,1,Neutral,
"@Davido_Gives_ 9078117258
 Opay",Davido,0,Neutral,
"@Davido_Gives_ The man with a good heart,
 Pease bless me so I can pay for my child’s project in school.
 This week is the deadline
 Hod bless u OBO
 Juliana Chinelo
 OPay 
 7063493996",Davido,0,Neutral,
@davido I want to taste this adeleke money ohh,Davido,1,Neutral,
"@Davido_Gives_ @Iam_Emoney6 8107267275 
 Opay
 Thank you",Davido,0,Neutral,
Comparing Davido to this talent is the biggest achievement in his career https://t.co/eT6VFllYVH,Davido,0,Neutral,
@G_isaiah001 @Davido_Gives_ 9160585628 opay Olumide ogunsakin https://t.co/fbWlXu6vTZ,Davido,0,Neutral,
@Davido_Gives_ Opay 8111772018,Davido,0,Neutral,
@MTVBaseWest @ayrastarr @giveon @burnaboy @chrisbrown @davido @Lojaymusic @temsbaby @Tyllaaaaaaa @Usher @Pheelz SENSATIONAL,Davido,0,Neutral,
@Davido_Gives_ 9057371037 opay,Davido,0,Neutral,
"Brand New 5 Bedroom Detached Duplex + Swimming Pool, Gym &amp; BQ For Sale
 
 Location: Chevron, Lekki
 Title: Governors Consent
 
 #RealEstate #realestateagent #realestateinvesting #FuelScarcity #BBNaijaS9 #Blum #Knacking Opay De Ligt Manchester United HYBE Biggie Kendrick Abuja Tjay https://t.co/lqqDURUdHs",fuelscarcity,0,Neutral,
"Imagine what @WhatsApp is telling me for God, they accidentally flagged a WhatsApp account of over 10years, and now I don’t even get code to get it back, #WhatsApp #Asherkine #FuelScarcity #WhatsApp https://t.co/8U9BY2HdRf",fuelscarcity,0,Neutral,
"GVE Solar Power offers reliable energy solutions to keep your food fresh and your worries at bay.
  
 Make the switch to solar today! ☀️.
 
 Call us now to learn more 📞 07085983889
 
  #SolarPower #SustainableLiving #renewableenergy #fuelscarcity #inverters https://t.co/Mf975lzi0C",fuelscarcity,0,Neutral,
"7. Blueprint 
 - #Afcon2025qualifiers Rwanda force Super Eagles to goalless draw in Kigali 
 
 8. Guardian 
 - Petrol Pump Price Hike: A failure of leadership 
 
 Tags: Alau Dam I #mpox I #FuelScarcity I Olumide Akpata I Labour Party I INEC I Edo I Ajaero I NLC President I #SB19 https://t.co/FulM98sXk4",fuelscarcity,0,Neutral,
#Narin #Devara #BBNaija #Fuel #FuelScarcity #trending #edo #olumide #apata #obi #trump #camara #Osimhen https://t.co/fgKfoeKQin,fuelscarcity,0,Neutral,
"Fuel scarcity in Nigeria be like 😩😔💔
 
 #FuelScarcity #EndBadGovernanceInNigeria #iPhone16 https://t.co/hCSN2Yw0mb",fuelscarcity,1,Neutral,
"Fuel is 1,300
 #FuelScarcity #EndBadGovernanceInNigeria https://t.co/um1GDl5iWV https://t.co/qHSKjckO5c",fuelscarcity,0,Neutral,
"School don close 
 I can't travel because of #FuelScarcity 😭😭😭
 @renoomokri",fuelscarcity,1,Neutral,
"Millions of pensioners will lose winter fuel cash
 https://t.co/1iZ7NcwpLG
 #UnitedKingdom #FuelScarcity #WinterFuelPayment",fuelscarcity,0,Neutral,
"Do you have an Opay account l?
 Then cash out by partaking in this survey site and task tests.
 Just tap on the link below.
 https://t.co/J09pU8tmNY
 
 Thank me later.
 #BeninNationProtest #AFCONQ2025 #BTC #Flood #FuelScarcity #MaiduguriFlood #MAMAAWARDS",fuelscarcity,0,Neutral,
"increase cost for NNPC, then NNPC increases price again. Before we know it, fuel cost will be so high.
 
 No ask me wetin I smoke, Hunger wey dey Nigeria fit make you dey overthink 😂😂
 #FuelScarcity",fuelscarcity,1,Neutral,
"Parents enrol your kids in a school near you, transportation won't be friendly this term 👂
 This is not the time for competition.🚶🏽‍♀️🚶🏽‍♀️🚶🏽‍♀️
 #Everyone 
 #FuelScarcity 
 #Nigerianeducation",fuelscarcity,0,Neutral,
"@shikamarusempa All we need from you is a retweet and a follow. 
 
 Kindly follow our NGO.. 
 
 God bless you as you do so 🙏🙏
 
 #FuelScarcity #JoeAjaero #Tulumbu #LabourParty",fuelscarcity,0,Neutral,
"@anthonystilldey All we need from you is a retweet and a follow. 
 
 Kindly follow our NGO.. 
 
 God bless you as you do so 🙏🙏
 
 #FuelScarcity #JoeAjaero #Tulumbu #LabourParty",fuelscarcity,0,Neutral,
"@WalkwithGod7 All we need from you is a retweet and a follow. 
 
 Kindly follow our NGO.. 
 
 God bless you as you do so 🙏🙏
 
 #FuelScarcity #JoeAjaero #Tulumbu #LabourParty",fuelscarcity,0,Neutral,
"With Declan Rice suspended, Mikel Merino injured and Martin Odegaard a doubt, who will make up Arsenal's midfield in the north London derby on Sunday? 🤔
 @Arsenal #Injuries @premierleague @SpursOfficial #WhatsApp #Fuel #FuelScarcity https://t.co/4oRjj7Xvc9",fuelscarcity,0,Neutral,
"@firstladyship All we need from you is a retweet and a follow. 
 
 Kindly follow our NGO.. 
 
 God bless you as you do so 🙏🙏
 
 #FuelScarcity #JoeAjaero #Tulumbu #LabourParty",fuelscarcity,0,Neutral,
"By now some villages in Imo State don dey think of adding kegs of fuel in the bride price list... 😂😂😂
 
 #Fuel #FuelScarcity #fuelpricehike",fuelscarcity,1,Offensive,
FUEL SCARCITY: NULGE CHAIRMAN DIES ON THE QUEUE WHILE WAITING FOR PETROL 😢😢😢 #viral #PublicUpdates #everyone #government #FuelScarcity https://t.co/cXX3A5IyaS,fuelscarcity,0,Neutral,
"N200 Eba Each 
 Nigeria 🇳🇬 ohhh
 How did we move from moulded Fufu to Garri
 
 #NigeriaNews #FuelScarcity #foodscarcity https://t.co/LgpQNyA2Bu",fuelscarcity,1,Neutral,
"Master strategist isonu😏
 
 #BBNaija Peter Obi Igbos Tinubu NNPC #FuelScarcity https://t.co/cKX8dOOvE4",fuelscarcity,1,Neutral,
"#FuelScarcity #Football411 #BabarAzam 
 
 ACL Injuries in Football: Why They Happen https://t.co/wTH8DXLPT8",fuelscarcity,0,Neutral,
"Please where can I buy fairly used Petrol in Nigeria?
 #FuelScarcity",fuelscarcity,0,Neutral,
"@FS_Yusuf_ This book can help you protect your finances from scammers 
 
 Book link https://t.co/KQtRURYGZt
 
 #ShamelessSelfpromoTuesday 
 #KindleUnlimited #bist100 #DaniDaniels #NigeriaNews #FuelScarcity #LabourAreDangerous #LCDLFMX2 #LaCasaDeLosFamososMexico #น้ําท่วม #Russia",fuelscarcity,0,Neutral,
"@mooyeeeeeee This book can help you protect your finances from scammers 
 
 Book link https://t.co/KQtRURYGZt
 
 #ShamelessSelfpromoTuesday 
 #KindleUnlimited #bist100 #DaniDaniels #NigeriaNews #FuelScarcity #LabourAreDangerous #LCDLFMX2 #LaCasaDeLosFamososMexico #น้ําท่วม #Russia",fuelscarcity,0,Neutral,
"When you mistakenly swallow someone’s fuel this period 
 
 #fuelscarcity https://t.co/2BDmhWZ6kp",fuelscarcity,0,Neutral,
"Silver or Gold, I have none.. but fuel I can give, will you marry me?
 
 #SportsPicks 
 #trendingshorts
 #FuelScarcity 
 #viral",fuelscarcity,0,Neutral,
"@Winoverandover Her fans no dey suffer fuel scarcity at all , the real benefit boys and girls 😂😂",fuel scarcity,0,Neutral,
"This book can help you protect your finances from scammers 
 
 Book link https://t.co/eJrUc3d1gK
 
 #ShamelessSelfpromoTuesday 
 #KindleUnlimited #bist100 #DaniDaniels #NigeriaNews #FuelScarcity #LabourAreDangerous #LCDLFMX2 #LaCasaDeLosFamososMexico #น้ําท่วม #Russia",fuelscarcity,0,Neutral,
"We demand the release of Isaac/PIDOM now, journalism is not a crime , Free Isaac/PIDOM now✊
 
 #Rwanda #trossard #Dss #Trending #Nigeria #FuelScarcity #FREEPIDOMNIGERIANOW #LaCasaDeLosFamososMx #Garime https://t.co/G3ty05qS93",fuelscarcity,0,Neutral,
President Bola Tinubu Introduces Fuel at N230 per litre with CNG. #FuelScarcity #Nigerian #EndBadGovernanceInNigeria https://t.co/X2DzP36kBX,fuelscarcity,0,Neutral,
"Avaliable as seen below. 👀
 
 Santos of Brazil (Limited edition of Charlie brown) 👕
 
 Price : 25k 🏷
 
 Size : M-2XL
 
 Dm for Order🛎
 Nationwide delivery🚚
 
 #SoarSuperEagles #FuelScarcity Trey Victor Moses https://t.co/6g5V7h52HQ",fuelscarcity,0,Neutral,
"Let discuss drop your opinion in the comment section 
 
 #realestateagent #RealEstateInvesting #RealEstateInvestment #realestate #FuelScarcity Funke Akindele Portable RIP Legend Maiduguri #Knacking The DSS Aisha Peter Obi Labour Party iPhone 16 NLC President Super Eagles nema https://t.co/IM1EkkYrZj",fuelscarcity,0,Neutral,
"Fuel Scarcity: Ondo NULGE Chairman Slumps At Filling Station, Dies 
 
  https://t.co/KIISeN7YYr
 #FuelScarcity #ONDO",fuelscarcity,0,Neutral,
"https://t.co/d3W6lKDtm2. A website for all your online subscriptions. Easy to navigate and you can make your purchase via SMS too.
 #Bitget 
 #Knacking 
 #Dangote 
 #FuelScarcity https://t.co/94BDJDAyD2",fuelscarcity,0,Neutral,
"Fuel Price Hike: NANS wants students' loans raised from #20k to #40k 
 
 #savetheconsumers
 #nigeriaconsumersrighstprotection
 #consumersrightsabujanigeria
 #FuelScarcity",fuelscarcity,0,Neutral,
"Buy GROW YOUR PLATFORM on @Gumroad https://t.co/8mVh28tCB4
 
 #LaCasaDeLosFamososMx #CATIlistBitget #FuelScarcity",fuelscarcity,0,Neutral,
"What I am hearing from the Ratel today ""I knew we are finished by our so-called leaders 😥. If the poor Mases does not get sense an put their hands on desk together an keep religious, tribalism aside we are gone😭 an no more hope ever in Nigeria #FuelScarcity #tinubu #Protest https://t.co/HuswTMBmIE",fuelscarcity,0,Neutral,
"No smile 😔
 The Nigerian economy is bitting hard. This ferry is closed to empty today. Few years ago passengers paid 200 hundred Nigerian Naira to board this ferry but now it’s 700 naira. I wonder how the common people are surviving in Nigeria 🇳🇬 #FuelScarcity #EndBadGovernace https://t.co/7H0O1dyfwo",fuelscarcity,0,Neutral,
Ofcourse I’m a Nigerian 🇳🇬. As Nigerians we are United in suffering and complaints but divided in making the choice of a political messiah who can liberate us from suffering. The current hardship and suffering is proudly sponsored by our ethnicity and religiosity.#FuelScarcity https://t.co/reyM0rCtUP,fuelscarcity,0,Neutral,
"Deji Adeyanju refers to fuel queues as ""Carnival"".
 Find out more via our YouTube channel 
 
 You can watch the full show via our YouTube channel 
 See the link below:
 https://t.co/Pj9TLdVp2T
 .
 .
 .
 #miconpodcast #BeninNationProtest #fuelscarcity #politics https://t.co/MkBtHPnCV6",fuelscarcity,0,Neutral,
"While we discuss Labour Party, Pastor Adeboye, NLC President and #FuelScarcity can we talk about this one too? https://t.co/pehOw14xoF",fuelscarcity,0,Neutral,
"SPECTRE X ELECTRIC MOTORCYCLE IS SAYING GOODMORNING TO EVERYONE ON X.
 No Fuel Petrol Fuelscarcity NNPC NNPCL https://t.co/pkeINvY5Pk",fuelscarcity,0,Neutral,
"https://t.co/U9rAIOpqb1
 
 #FuelScarcity #Nigeria #TheDSS",fuelscarcity,0,Neutral,
"I say ba how much #Fuel Now 
 🥺🥺
 I buy car for dream 😴 
 Alert 🚨 
 Dropping my new song on the 27 Of September Snippet Down 
 #DevaraOnSep27th #LaCasaDeLosFamososMex #LaCasaDeLosFamososMx2 #LingOrm #Russia #FuelScarcity https://t.co/EzwhDouR6d",fuelscarcity,1,Neutral,
#FuelScarcity #NickiMinaj #Wizkid https://t.co/ocz10Q3YdC,fuelscarcity,0,Neutral,
"Things are happening day by day in Nigeria 🇳🇬 
 #NaijaYouthElectoralDemands 
 #iPhone16 #Russia #GISELLE #FuelScarcity Nicki Samsung iOS 18 Benzema https://t.co/pMR1gTmBdH",fuelscarcity,0,Neutral,
"Oil marketers are expressing concerns over the delayed announcement of the petrol price from the Dangote Petroleum Refinery, as the current landing cost of imported PMS has surged to ₦1,120 per litre. 
 
 Read more via this link 
 
 https://t.co/WMffXmNUn2
 
 #FuelScarcity https://t.co/eKQn4ZFbn1",fuelscarcity,0,Neutral,
"God will bless every hands that follow me ♥️♥️♥️♥️♥️♥️♥️
 #FuelScarcity #Knacking #NEWSサブスク解禁 #ThisMorning #News https://t.co/9VEyydVajg",fuelscarcity,0,Neutral,
"5. The Whistler
 - Beware of Chinese, IMF, World Bank Loans, experts warn FG
 
 6. This Day
 - Ajaero arrested, released, CSOs condemn action
 
 Tags: INEC I Edo I #Fuel I #FuelScarcity I NNPC I #LCDLFM2 I #LCK I #lacasadeloafamososmx I #BIGBREAKINGNEWS I #bigbrothermzansi I https://t.co/sifKNyLuI9",fuelscarcity,0,Neutral,
"NANS seeks review of student loan amid fuel price hike
 #FuelScarcity
 #StudentLoan
 https://t.co/G2yOK0L5Ql",fuelscarcity,0,Neutral,
"Peter Obi Urges Government to Clarify Where Fuel Subsidy Savings Are Allocated
 
  Link here for full details&gt;
 https://t.co/7HU316a8Rr
 
 #asedeyhappen #asedeyhappenblog #PeterObi #FuelScarcity #Subsidy https://t.co/tYJRaM73ps",fuelscarcity,0,Neutral,
"@SaharaReporters @instablog9ja @pedroObiRsm @Dr_dabo1 @ProNigeria1 @jimidisu @YeleSowore @channelstv @ARISEtv @MobilePunch 
 
 #NNPC #FuelScarcity #Joeajaero #NANS #protest https://t.co/3qaAIpWKkd",fuelscarcity,0,Neutral,
"Don't complain yet
 #FuelScarcity #NLC #Ajero https://t.co/XDB5TotceA",fuelscarcity,0,Neutral,
"Lonely at the pump 
 #FuelScarcity https://t.co/O2bdnc3uFU",fuelscarcity,0,Neutral,
"Folarin...o
 #FuelScarcity https://t.co/cBQsJUKntO",fuelscarcity,1,Neutral,
"We complain about robbery, kidnapping, bad governance etc but we're the ones that always post ""Just do what makes you happy"".
 
 Not all that makes you happy you will do. Also care about people's feelings while doing what makes you happy. 
 #Bybit #RockyRabbit #FuelScarcity",fuelscarcity,0,Neutral,
"Trader's Paradox: 
 
 The more you chase trades, 
 
 The more you create losses.
 
 The moment you stop forcing trades,
 
 The real opportunities come..
 
 GM FAM
 #blum #hamster #Airdrops #naira #FuelScarcity",fuelscarcity,0,Neutral,
"I think at this point we need to consider portals as a means of transportion 😒 
 #FuelScarcity",fuelscarcity,0,Neutral,
Y'all ready to trek your trekking this morning??? esp Lagosians😅😅😅 #FuelScarcity,fuelscarcity,1,Neutral,
"IGBO my tribe, my pride.
 Retweet if being an Igbo is your pride.
 It won't cost you anything to retweet.
 
 #FuelScarcity, Staged, Bishop David Oyedepo, Ajuri Ngelale https://t.co/nUs8dYSULu",fuelscarcity,0,Neutral,
"Suddenly no one either from the West or north is preaching about one Nigeria
 Hunger na your mate
 #tinubu #FuelScarcity #NLC",fuelscarcity,1,Neutral,
If no this fuel scarcity where is heaven wey I no fit go tell God my mind. https://t.co/6DMky5ZFeB,fuel scarcity,0,Neutral,
"Insecurity - Rice
 Fuel scarcity-rice
 Flood - rice
 High cost of living-rice 
 Protest- rice
 Dollar hike - rice
 
 RICE REPUBLIC 🇳🇬",fuel scarcity,0,Offensive,
"@CNBC Ocean water stores hydrogen fuel on demand with 150X more Co2 than air ideal for making cement, bricks, hydrogen, fertilizer, chemicals, Carbon Trading Credit digital currency will end artificial scarcity that leads to war. Ocean going ships with @EirexTech generate H2 fuel easy.",fuel scarcity,0,Neutral,
@Mrr_Anonymous1 Fuel scarcity should be addressed asap!,fuel scarcity,0,Neutral,
https://t.co/toStP7r6EJ,fuel scarcity,0,Neutral,
"Campaign = rice
 Fuel scarcity =
 Hunger protest = rice
 Flooding = rice
 Strike = rice 
 Naira depreciation = rice 
 
 Nawa o! una nor get beans?😂",fuel scarcity,0,Offensive,
"@SQester @NigeriaStories Aswear
 Country is hard = rice
 Fuel scarcity= rice
 Protest=rice
 Election=rice
 2+2=rice
 
 Fuck this shitty leaders 
 
 That’s aside @SQester Abeg show way nah…I Dey see solfare",fuel scarcity,0,Neutral,
"@TheYorubaTimes Zik vs Awolowo = High Unemployment.
 Awolowo vs Zik = High Living Costs.
 Zik vs Awolowo = Fuel Scarcity.
 Awolowo vs Zik = Erratic Power Supply.
 Zik vs Awolowo = Naira Devaluation.
 Awolowo vs Zik = Banditry &amp; Insecurity.
 
 Yesterday’s men whose memories still hold minds captive.",fuel scarcity,0,Neutral,
"Flood victims -Rice
 Fuel scarcity- Rice
 Electricity problem - Rice
 Poverty - Rice
 Protest - Rice 
 Increased cost of living - Rice.
 
 Declan Rice ladies and gentle men https://t.co/fxMTCi9Dv4",fuel scarcity,0,Offensive,
"Is rice the solution to everything in this country??
 
 Fire outbreak, rice.
 Fuel scarcity, rice.
 Flood, rice.
 Kidnapping, rice.
 
 Kilode, won fi shey wa ni??? https://t.co/XzVAd2CzEL",fuel scarcity,1,Offensive,
